	area	rooms	bathroom	parking spaces	floor	animal	furniture	hoa	target	property_tax	fire_insurance	city_Belo Horizonte	city_Campinas	city_Porto Alegre	city_Rio de Janeiro	city_São Paulo
8230	160	3	2	2	0	1	0	100	2000	75	36	0	0	1	0	0
8231	250	3	4	3	4	1	0	3570	14000	1256	178	0	0	0	0	1
8232	90	2	2	1	4	1	0	1090	900	144	12	0	0	0	1	0
8233	35	1	1	0	6	1	1	420	1660	0	22	0	0	0	0	1
8234	144	4	2	2	4	1	0	2000	3590	378	47	0	0	0	1	0
8235	170	3	1	1	10	1	1	600	2480	100	32	0	0	0	1	0
8236	65	2	1	1	7	1	0	750	1400	59	19	0	0	0	1	0
8237	80	2	1	0	0	1	0	0	990	0	18	0	0	1	0	0
8238	20	1	1	0	4	0	1	150	3142	67	40	0	0	0	0	1
8239	79	2	2	2	18	0	1	800	5900	280	75	0	0	0	0	1
8240	70	2	1	0	1	1	0	0	2448	159	32	0	0	0	0	1
8241	30	1	1	0	9	0	1	423	2350	46	30	0	0	0	0	1
8242	250	3	5	3	4	1	0	3500	6800	0	87	0	0	0	0	1
8243	50	1	1	0	2	1	1	300	930	25	14	0	0	1	0	0
8244	116	3	2	2	5	1	0	1726	2300	568	30	0	0	0	0	1
8245	216	4	3	4	28	0	0	1868	5000	657	64	0	0	0	0	1
8246	290	3	5	4	8	1	1	3580	7000	0	89	0	0	0	0	1
8247	300	5	6	6	0	1	0	0	9500	2084	143	0	0	0	0	1
8248	245	4	3	4	8	1	0	3450	6000	1667	77	0	0	0	0	1
8249	150	4	2	3	18	0	1	1300	4900	480	66	1	0	0	0	0
8250	130	3	4	2	11	0	0	1550	2318	411	30	0	0	0	0	1
8251	112	1	2	3	0	1	0	0	2878	84	44	0	0	0	0	1
8252	78	2	2	1	8	1	0	586	1680	63	22	0	0	0	0	1
8253	15	1	1	0	0	1	0	50	700	0	10	0	0	0	1	0
8254	84	2	1	2	11	0	1	800	4000	240	51	0	0	0	0	1
8255	23	1	1	0	8	0	0	569	2000	25	26	0	0	0	1	0
8256	174	3	1	0	0	0	0	0	5500	120	91	1	0	0	0	0
8257	104	1	3	2	14	0	0	2000	4200	500	54	0	0	0	0	1
8258	63	1	1	0	3	1	0	340	900	38	14	0	0	1	0	0
8259	51	2	1	1	7	1	0	468	1100	75	14	0	0	0	0	1
8260	70	2	2	1	4	1	0	1500	3460	332	45	0	0	0	1	0
8261	150	4	4	2	12	1	0	1218	4000	501	54	1	0	0	0	0
8262	90	2	2	1	8	1	0	800	2156	90	9	0	0	0	1	0
8263	80	2	2	1	2	1	1	4100	7500	584	97	0	0	0	1	0
8264	60	1	1	1	4	0	0	2400	800	209	12	0	0	1	0	0
8265	85	3	2	1	2	0	0	450	1500	85	20	1	0	0	0	0
8266	70	2	1	0	24	0	1	450	3200	50	41	0	0	0	0	1
8267	50	1	1	0	2	0	0	800	800	26	11	0	0	0	1	0
8268	38	1	1	0	6	1	0	420	2080	24	27	0	0	0	0	1
8269	147	3	3	3	0	1	0	0	2600	81	47	0	0	1	0	0
8270	222	3	2	2	3	0	1	770	5083	350	75	0	0	1	0	0
8271	185	4	4	4	8	1	0	2500	7500	1042	96	0	0	0	0	1
8272	284	3	5	6	0	1	0	550	5100	417	77	0	1	0	0	0
8273	45	2	1	1	6	0	0	240	1470	30	19	0	0	0	0	1
8274	290	3	3	1	9	1	0	1600	5300	853	69	0	0	0	1	0
8275	74	3	2	2	15	1	0	850	1250	100	16	0	0	0	0	1
8276	115	3	2	2	15	1	0	1018	2690	214	35	0	1	0	0	0
8277	37	1	1	0	4	1	0	338	1600	67	24	0	0	1	0	0
8278	650	7	6	3	0	1	0	0	13000	1250	214	1	0	0	0	0
8279	30	1	1	0	1	0	0	0	1459	0	10	0	0	0	0	1
8280	87	1	1	2	14	1	1	870	7900	150	101	0	0	0	0	1
8281	553	5	6	5	15	1	1	6000	3360	2827	43	0	0	0	0	1
8282	250	3	4	4	16	1	0	3421	10700	1224	136	0	0	0	0	1
8283	600	4	5	6	0	1	0	0	6000	3000	51	0	0	0	0	1
8284	250	3	3	3	0	1	0	0	4500	150	68	0	0	0	0	1
8285	30	1	1	1	16	1	0	399	1799	0	23	0	0	0	0	1
8286	62	3	1	1	2	0	0	260	950	59	13	1	0	0	0	0
8287	115	2	2	2	1	1	0	900	3000	75	39	0	0	0	1	0
8288	130	3	1	0	4	1	0	1050	6800	193	28	0	0	0	1	0
8289	35	1	1	0	15	1	0	306	2000	0	26	0	0	0	0	1
8290	350	4	3	3	9	0	0	2050	10000	658	134	1	0	0	0	0
8291	100	3	2	0	0	0	0	0	3000	914	46	0	0	0	0	1
8292	85	3	2	2	9	1	0	1225	2600	182	33	0	1	0	0	0
8293	60	1	1	1	0	1	0	0	1500	100	23	0	0	0	0	1
8294	197	3	3	2	8	1	0	1600	2500	325	32	0	1	0	0	0
8295	177	4	5	4	12	1	0	1500	9200	959	117	0	0	0	0	1
8296	96	2	1	0	8	1	1	700	5000	181	65	0	0	0	1	0
8297	48	1	1	0	0	0	0	0	1150	34	18	0	0	0	0	1
8298	678	5	6	4	0	1	0	0	15000	3000	226	0	0	0	0	1
8299	126	2	2	1	5	1	0	1800	7500	420	97	0	0	0	1	0
8300	130	3	3	1	6	1	0	1390	4200	257	54	0	0	0	0	1
8301	113	2	1	1	8	1	0	670	1250	92	16	0	1	0	0	0
8302	380	3	4	2	0	1	0	0	12000	959	181	0	0	0	0	1
8303	80	1	1	1	10	1	0	1800	2500	180	32	0	0	0	0	1
8304	20	1	1	0	0	1	1	602	1800	130	23	0	0	0	0	1
8305	32	1	1	1	15	1	0	350	1880	0	24	0	0	0	0	1
8306	420	4	6	4	8	1	0	3500	15000	2250	191	0	0	0	0	1
8307	500	8	5	2	0	1	0	0	11000	1550	166	0	0	0	0	1
8308	33	1	1	1	12	1	1	560	2900	84	37	0	0	0	0	1
8309	700	4	6	6	0	1	0	0	12500	2176	188	0	0	0	0	1
8310	50	1	1	1	0	1	0	0	1100	0	17	0	0	0	0	1
8311	70	2	2	0	4	1	0	330	1410	59	21	0	0	1	0	0
8312	332	3	2	8	0	0	0	0	7000	270	115	1	0	0	0	0
8313	83	2	3	2	4	1	1	3850	6000	1128	78	0	0	0	1	0
8314	62	2	2	2	5	1	0	800	3000	14	39	0	1	0	0	0
8315	30	1	1	0	12	1	1	350	3300	0	42	0	0	0	0	1
8316	240	4	6	4	2	0	0	2000	4410	0	56	0	0	0	0	1
8317	27	1	1	0	0	0	0	0	835	0	13	0	0	0	0	1
8318	87	3	2	1	3	1	0	1200	1440	67	19	0	0	0	1	0
8319	238	3	3	3	2	1	1	700	4180	167	62	0	0	1	0	0
8320	68	2	1	0	3	1	0	925	2300	245	30	0	0	0	1	0
8321	30	1	1	0	19	1	0	590	800	126	11	0	0	0	1	0
8322	24	1	1	0	5	1	1	500	1200	25	16	0	0	0	1	0
8323	80	3	2	1	1	0	0	402	1613	80	21	0	0	0	0	1
8324	70	3	1	1	3	1	0	275	1100	63	15	1	0	0	0	0
8325	250	4	3	2	0	0	0	0	10000	0	151	0	0	0	0	1
8326	83	3	3	2	5	1	1	990	3500	216	47	1	0	0	0	0
8327	339	3	5	4	11	1	1	3000	14000	834	205	0	0	1	0	0
8328	75	2	1	1	0	1	0	0	1300	0	17	0	1	0	0	0
8329	154	4	3	3	4	1	0	1630	4350	742	56	0	0	0	0	1
8330	80	2	2	1	5	1	0	891	1800	125	24	0	0	0	1	0
8331	156	3	1	0	2	1	0	500	1600	142	24	0	0	1	0	0
8332	190	3	4	3	2	1	0	3800	5950	1209	76	0	0	0	0	1
8333	200	3	2	2	0	1	0	0	2900	791	44	0	0	0	0	1
8334	600	3	5	8	0	1	0	800	10000	202	164	1	0	0	0	0
8335	57	3	2	1	2	1	0	225	1100	78	15	1	0	0	0	0
8336	110	3	2	2	3	0	1	550	2600	248	20	1	0	0	0	0
8337	240	3	4	5	9	1	0	3200	6400	1400	82	0	0	0	0	1
8338	40	1	1	1	9	0	0	440	2800	100	36	0	0	0	0	1
8339	160	3	2	2	12	1	0	1026	1650	243	21	0	1	0	0	0
8340	120	3	2	2	1	1	0	2450	3940	875	50	0	0	0	0	1
8341	51	1	1	1	1	1	0	670	820	90	11	0	1	0	0	0
8342	55	1	1	1	3	1	0	250	2300	45	34	0	0	1	0	0
8343	820	4	4	5	0	1	0	0	7225	3750	109	0	0	0	0	1
8344	168	3	4	2	9	1	0	1800	5500	65	70	0	0	0	0	1
8345	68	1	2	1	4	1	1	500	2500	117	37	0	0	1	0	0
8346	260	4	4	6	22	1	1	2480	5500	1167	70	0	0	0	0	1
8347	93	2	2	1	8	1	0	1258	2490	12	32	0	0	0	0	1
8348	73	2	2	1	13	1	0	700	1250	150	16	0	0	0	0	1
8349	182	3	3	5	0	1	0	0	4200	250	64	0	0	0	0	1
8350	215	3	2	0	5	1	0	1400	4000	38	52	0	0	0	1	0
8351	280	3	3	4	0	1	0	0	9500	990	143	0	0	0	0	1
8352	68	2	1	1	5	1	0	660	870	109	12	0	0	0	1	0
8353	76	1	2	1	4	1	1	1180	4200	30	54	0	0	0	0	1
8354	156	3	4	3	4	1	0	1650	9000	667	115	0	0	0	0	1
8355	271	4	3	1	7	1	0	1500	3900	500	57	0	0	1	0	0
8356	297	4	6	2	3	1	0	2800	2800	433	36	0	1	0	0	0
8357	73	2	1	1	8	1	0	525	1360	6	18	0	0	0	0	1
8358	350	3	4	5	0	1	0	0	5500	1092	83	0	0	0	0	1
8359	100	2	3	3	0	1	1	1200	7650	250	97	0	0	0	0	1
8360	100	3	2	0	3	0	0	800	2000	250	26	0	0	0	0	1
8361	180	3	4	4	0	1	0	1000	4500	127	68	0	1	0	0	0
8362	350	7	4	2	0	1	0	0	4600	292	70	0	0	0	0	1
8363	40	1	1	0	7	1	0	180	1000	6	15	0	0	1	0	0
8364	106	3	2	1	5	1	0	1434	5000	338	65	0	0	0	1	0
8365	63	2	2	1	19	1	1	1000	11000	133	140	0	0	0	0	1
8366	200	4	3	2	6	1	1	2100	9200	603	119	0	0	0	1	0
8367	65	2	2	0	1	1	0	250	3600	103	47	0	0	0	1	0
8368	25	1	1	0	4	1	1	356	1984	55	23	0	0	0	1	0
8369	95	3	2	2	5	1	0	1760	1200	296	16	0	0	0	0	1
8370	36	1	1	1	8	1	1	600	3400	80	44	0	0	0	0	1
8371	273	4	4	2	5	1	0	2800	10200	632	132	0	0	0	1	0
8372	159	2	2	1	8	1	1	1236	4200	251	54	0	0	0	0	1
8373	110	2	2	1	6	1	1	2500	5000	1417	65	0	0	0	1	0
8374	130	4	4	3	3	1	1	1600	10840	292	159	0	0	1	0	0
8375	20	1	1	0	0	0	0	0	990	0	13	0	0	0	0	1
8376	330	4	5	4	0	1	0	0	4000	274	61	0	0	0	0	1
8377	30	1	1	0	8	0	0	550	1216	25	16	0	0	0	1	0
8378	190	4	3	2	1	1	0	1733	5000	570	64	0	0	0	0	1
8379	195	2	3	1	10	1	0	1500	6000	334	77	0	0	0	0	1
8380	43	2	7	2	11	1	0	257	2270	0	29	0	0	0	0	1
8381	49	2	1	1	5	1	0	273	950	0	13	0	1	0	0	0
8382	68	3	1	1	1	1	0	560	1410	115	18	0	0	0	0	1
8383	63	2	2	2	3	1	1	500	2150	70	32	0	0	1	0	0
8384	298	4	4	3	6	1	0	3356	9000	1190	115	0	0	0	0	1
8385	52	1	2	1	4	1	1	795	3850	297	49	0	0	0	0	1
8386	350	3	2	4	0	1	0	0	10200	992	154	0	0	0	0	1
8387	170	4	2	1	3	1	1	2437	5200	570	66	0	0	0	0	1
8388	120	3	2	2	1	1	0	1784	5300	350	69	0	0	0	1	0
8389	30	1	1	0	19	1	0	800	1250	0	17	0	0	0	1	0
8390	67	2	1	0	5	0	1	388	1140	71	16	1	0	0	0	0
8391	210	3	4	0	0	1	1	0	4200	175	64	0	0	0	0	1
8392	40	1	1	1	1	0	1	250	1050	8	16	0	0	1	0	0
8393	117	3	2	1	1	1	0	706	3400	217	50	0	0	1	0	0
8394	67	2	1	1	7	1	0	570	1420	4	18	0	0	0	0	1
8395	70	3	2	2	1	1	0	554	1900	228	26	1	0	0	0	0
8396	60	2	1	2	0	1	0	0	1400	0	25	0	0	1	0	0
8397	856	5	7	6	4	1	0	7500	10000	5000	127	0	0	0	0	1
8398	34	1	1	0	7	1	0	625	1700	65	22	0	0	0	1	0
8399	717	5	5	8	16	1	0	4300	2500	5032	32	0	0	0	0	1
8400	96	2	1	0	2	0	0	200	1000	40	15	0	0	1	0	0
8401	20	1	1	0	0	1	1	602	1800	130	23	0	0	0	0	1
8402	70	1	2	0	0	0	0	0	1500	59	27	0	0	1	0	0
8403	65	1	1	0	10	0	1	672	2400	116	31	0	0	0	1	0
8404	58	2	2	1	18	1	0	317	1783	0	23	0	0	0	0	1
8405	140	3	3	3	2	1	0	1640	4200	775	54	0	0	0	0	1
8406	195	3	4	3	0	1	0	0	8500	59	128	0	0	0	0	1
8407	83	2	1	1	8	1	1	1108	1800	104	24	0	0	0	1	0
8408	40	1	1	1	6	1	0	180	1250	6	19	0	0	1	0	0
8409	70	1	1	0	0	0	0	0	900	0	14	0	0	0	0	1
8410	94	3	3	2	4	1	0	2076	5000	357	65	0	0	0	1	0
8411	34	1	1	1	11	0	1	620	2800	0	36	0	0	0	0	1
8412	30	1	1	0	4	1	0	336	503	10	7	0	1	0	0	0
8413	73	2	2	1	12	1	0	700	1250	150	16	0	0	0	0	1
8414	270	3	3	3	1	1	0	2500	7220	560	92	0	1	0	0	0
8415	40	1	1	1	16	0	0	900	3000	183	39	0	0	0	0	1
8416	25	1	1	0	0	0	0	0	836	0	13	0	0	0	0	1
8417	112	3	2	1	8	1	0	810	3850	98	49	0	0	0	0	1
8418	105	3	2	2	6	1	0	1002	2583	35	33	0	0	0	0	1
8419	130	3	2	2	0	1	0	0	3300	108	50	0	0	0	0	1
8420	118	4	2	1	1	1	0	600	2300	111	31	1	0	0	0	0
8421	85	3	2	1	1	1	0	650	1300	75	17	0	1	0	0	0
8422	380	4	4	3	0	1	1	0	7500	0	113	0	0	0	0	1
8423	55	2	1	1	1	1	0	250	1200	83	16	1	0	0	0	0
8424	109	3	2	1	2	1	0	1450	5300	0	68	0	0	0	0	1
8425	758	5	4	5	3	1	0	7630	15000	2752	200	1	0	0	0	0
8426	300	4	3	3	0	1	0	0	6290	519	104	1	0	0	0	0
8427	72	2	3	0	1	1	1	826	2400	220	32	1	0	0	0	0
8428	148	4	3	2	12	1	0	1886	5500	399	74	1	0	0	0	0
8429	75	2	1	0	9	1	0	450	1000	34	15	0	0	1	0	0
8430	68	2	2	1	7	0	0	655	1100	42	15	0	0	0	1	0
8431	64	2	2	2	8	0	0	800	2100	59	27	0	0	0	0	1
8432	206	4	3	2	4	1	0	1530	6500	565	87	1	0	0	0	0
8433	320	3	4	3	8	1	0	3400	6800	1	87	0	0	0	0	1
8434	116	3	3	2	2	0	0	557	2500	230	33	0	0	0	1	0
8435	560	7	7	8	0	1	0	0	9000	911	136	0	1	0	0	0
8436	320	4	3	4	5	1	0	3000	5200	292	66	0	0	0	0	1
8437	55	1	1	1	1	1	1	2750	2400	635	31	0	0	0	1	0
8438	85	2	2	0	8	1	1	850	4900	0	63	0	0	0	0	1
8439	100	2	2	1	6	0	0	1000	2690	8	35	0	0	0	0	1
8440	400	5	5	5	0	1	0	0	6400	2500	97	0	0	0	0	1
8441	220	3	2	2	0	1	0	0	2600	53	47	0	0	1	0	0
8442	80	2	2	0	6	1	1	810	2000	289	26	0	0	0	1	0
8443	66	1	1	2	2	1	0	577	1600	41	21	0	1	0	0	0
8444	80	2	2	1	12	1	0	500	2000	0	30	0	0	1	0	0
8445	260	5	4	4	12	1	0	3400	11000	1400	140	0	0	0	0	1
8446	450	4	5	6	0	0	1	0	9000	1150	136	0	0	0	0	1
8447	88	2	2	1	3	1	0	550	2100	800	31	0	0	1	0	0
8448	157	3	5	3	1	1	0	2300	7000	442	89	0	1	0	0	0
8449	129	3	5	0	14	1	0	1200	6000	561	77	0	0	0	0	1
8450	23	1	1	1	26	1	0	472	2300	59	30	0	0	0	0	1
8451	692	5	6	5	0	1	0	4500	15000	1667	226	0	0	0	0	1
8452	310	3	4	3	8	1	0	2400	4500	900	58	0	0	0	0	1
8453	215	3	4	2	1	1	0	1900	3600	300	53	0	0	1	0	0
8454	250	3	4	2	0	1	0	0	4200	192	64	0	0	0	0	1
8455	140	3	2	2	13	0	0	1475	2000	171	26	0	0	0	0	1
8456	100	1	1	0	0	0	0	0	950	0	15	0	0	0	0	1
8457	47	2	1	1	2	1	0	253	1200	20	16	0	1	0	0	0
8458	48	2	1	1	0	1	0	250	1200	40	16	0	1	0	0	0
8459	71	2	3	2	13	0	0	500	3700	50	47	0	0	0	0	1
8460	70	2	1	2	0	0	0	0	1400	85	22	0	0	0	0	1
8461	67	2	1	1	3	0	0	722	2600	198	33	0	0	0	0	1
8462	120	3	2	1	0	1	0	0	1850	84	28	0	0	0	0	1
8463	465	5	5	2	0	1	1	0	8960	1500	135	0	0	0	0	1
8464	120	3	2	0	5	1	1	981	5000	168	65	0	0	0	1	0
8465	92	2	1	0	9	0	0	935	1790	0	23	0	0	0	0	1
8466	78	3	2	2	6	1	1	720	3500	169	52	0	0	1	0	0
8467	60	2	1	1	3	1	0	200	1100	84	14	0	1	0	0	0
8468	100	3	1	1	10	1	0	700	1400	0	18	0	0	0	0	1
8469	87	2	3	2	16	0	0	541	5700	216	73	0	0	0	0	1
8470	160	2	2	4	0	1	0	0	2975	117	45	0	0	0	0	1
8471	100	2	3	2	7	1	1	1110	4000	375	51	0	0	0	0	1
8472	52	2	1	1	3	1	0	403	1300	10	17	0	0	0	0	1
8473	109	4	2	2	13	1	0	1156	6500	319	83	0	0	0	0	1
8474	26	1	1	0	8	0	0	305	1280	0	17	0	0	0	1	0
8475	270	4	5	2	4	1	0	4300	5500	1115	70	0	0	0	0	1
8476	208	3	4	3	0	1	0	0	6000	338	99	1	0	0	0	0
8477	20	1	1	1	1	0	0	0	1000	0	14	1	0	0	0	0
8478	50	2	1	1	5	1	1	505	1100	11	14	0	0	0	0	1
8479	138	2	1	0	3	1	0	810	1000	175	13	0	0	0	1	0
8480	58	2	2	2	8	0	1	347	3500	0	45	0	1	0	0	0
8481	198	3	4	3	13	1	1	2699	8000	917	102	0	0	0	0	1
8482	115	4	4	3	2	1	0	2600	4000	417	51	0	0	0	0	1
8483	128	3	3	2	3	1	0	2300	13000	726	168	0	0	0	1	0
8484	66	1	1	0	6	1	0	532	3000	75	39	0	0	0	0	1
8485	234	3	5	3	17	0	1	2750	14000	1334	178	0	0	0	0	1
8486	380	4	4	6	0	1	0	0	6000	417	91	0	0	0	0	1
8487	113	2	1	1	5	1	0	1000	3000	50	39	0	0	0	0	1
8488	160	3	3	2	0	1	0	0	2500	192	38	0	0	0	0	1
8489	80	2	1	0	3	0	0	450	1100	0	15	0	0	0	1	0
8490	33	2	1	0	0	0	0	0	980	0	15	0	0	0	0	1
8491	50	2	1	1	1	0	0	100	1500	0	22	0	0	1	0	0
8492	65	1	1	0	4	1	0	350	2200	30	29	0	0	0	1	0
8493	40	1	1	0	0	1	0	0	850	34	13	0	0	0	0	1
8494	261	3	4	4	7	1	0	2700	15000	834	191	0	0	0	0	1
8495	50	2	1	1	4	1	0	158	1140	0	16	1	0	0	0	0
8496	281	4	4	2	5	1	0	1300	3500	410	52	0	0	1	0	0
8497	119	2	1	1	0	0	0	0	1700	84	26	0	0	0	0	1
8498	52	2	1	1	6	1	0	370	1000	111	14	1	0	0	0	0
8499	40	1	1	0	2	0	0	282	850	43	13	0	0	1	0	0
8500	47	1	1	0	3	1	0	300	800	21	12	0	0	1	0	0
8501	35	1	1	0	5	1	0	330	1000	20	15	0	0	1	0	0
8502	40	1	1	0	0	0	0	0	700	59	11	0	0	0	0	1
8503	55	2	1	1	3	1	0	170	750	0	10	1	0	0	0	0
8504	72	2	1	1	10	1	0	870	1200	150	16	0	0	0	1	0
8505	30	1	1	0	4	1	0	360	600	17	9	0	0	1	0	0
8506	57	1	1	1	2	1	0	2900	11500	959	149	0	0	0	1	0
8507	70	1	1	1	0	0	0	0	1100	0	17	0	0	0	0	1
8508	63	2	2	1	20	1	0	784	4500	136	58	0	0	0	0	1
8509	220	3	4	3	11	1	1	3300	8000	1000	102	0	0	0	0	1
8510	126	4	3	4	0	1	0	0	3300	167	50	0	0	0	0	1
8511	147	2	3	2	2	1	1	400	7900	75	116	0	0	1	0	0
8512	70	3	2	1	10	0	1	500	1940	77	25	0	0	0	0	1
8513	99	2	1	1	14	1	0	800	1800	0	23	0	0	0	0	1
8514	90	3	1	0	2	1	0	250	1500	140	20	0	0	0	1	0
8515	100	2	1	0	1	0	0	360	1700	2	22	0	0	0	1	0
8516	48	1	1	0	6	1	1	410	1300	25	17	0	0	0	1	0
8517	247	4	5	4	15	1	1	2795	12500	1458	167	1	0	0	0	0
8518	443	5	5	4	3	1	1	4172	7000	1417	89	0	0	0	0	1
8519	200	2	3	2	1	1	0	2500	5200	250	68	0	0	0	1	0
8520	360	4	3	4	0	0	0	0	6500	181	107	1	0	0	0	0
8521	20	1	1	0	0	1	1	602	1800	130	23	0	0	0	0	1
8522	90	3	2	0	3	1	0	1200	2570	242	34	0	0	0	1	0
8523	297	4	4	6	0	1	0	0	3000	392	46	0	0	0	0	1
8524	180	3	3	2	3	1	0	700	2700	175	40	0	0	1	0	0
8525	54	1	2	1	13	1	1	1150	6000	0	77	0	0	0	0	1
8526	90	2	2	1	3	0	0	400	2500	80	37	0	0	1	0	0
8527	105	3	3	2	12	1	0	1150	2300	208	30	0	1	0	0	0
8528	67	2	1	1	8	0	1	600	2500	96	37	0	0	1	0	0
8529	45	1	1	0	1	1	0	0	770	34	10	0	1	0	0	0
8530	33	1	1	1	3	1	0	170	1600	9	22	1	0	0	0	0
8531	45	1	1	0	2	0	0	160	620	15	8	0	0	0	0	1
8532	127	3	3	0	5	1	0	1295	1125	209	17	0	0	1	0	0
8533	120	3	3	2	1	1	1	1100	8950	0	114	0	0	0	0	1
8534	75	2	1	1	13	1	0	600	1880	16	24	0	0	0	0	1
8535	220	3	2	3	0	1	1	0	7800	215	118	0	0	0	0	1
8536	50	1	1	1	17	0	1	750	5000	0	64	0	0	0	0	1
8537	115	3	2	1	3	1	0	900	2500	250	37	0	0	1	0	0
8538	75	2	2	1	3	1	0	706	2400	75	31	0	1	0	0	0
8539	65	2	2	0	0	0	0	0	1305	0	20	0	0	0	1	0
8540	39	1	1	0	2	0	1	800	2300	98	30	0	0	0	1	0
8541	200	2	3	2	0	1	0	0	4000	196	61	0	0	0	0	1
8542	72	2	1	0	14	1	0	600	2560	0	33	0	0	0	0	1
8543	108	2	2	1	7	0	1	1300	4500	350	58	0	0	0	1	0
8544	32	1	1	1	1	1	1	700	4500	128	58	0	0	0	0	1
8545	106	3	2	1	8	0	0	980	3200	260	41	0	0	0	0	1
8546	70	3	1	1	4	1	0	240	1100	100	15	1	0	0	0	0
8547	120	3	2	1	2	1	1	2000	4500	325	58	0	0	0	1	0
8548	55	1	1	0	4	1	0	490	500	37	7	0	1	0	0	0
8549	100	3	1	0	5	1	0	900	1617	0	7	0	0	0	0	1
8550	162	2	2	1	12	1	1	1420	5000	0	64	0	0	0	0	1
8551	75	2	1	1	2	1	0	710	1700	18	22	0	0	0	0	1
8552	44	1	1	0	7	1	0	260	670	12	9	0	1	0	0	0
8553	130	2	2	2	11	0	0	2200	7500	780	96	0	0	0	0	1
8554	147	4	3	1	0	1	0	0	3500	62	53	0	1	0	0	0
8555	70	2	1	0	0	1	0	360	1150	15	17	0	0	1	0	0
8556	64	2	2	2	5	1	0	410	2300	50	34	0	0	1	0	0
8557	180	4	3	1	5	0	0	1683	4000	482	52	0	0	0	1	0
8558	42	2	1	0	1	1	0	360	1200	100	18	0	0	1	0	0
8559	117	3	3	1	13	1	0	1500	4620	300	59	0	0	0	0	1
8560	180	3	4	2	7	1	1	1210	15000	369	194	0	0	0	1	0
8561	65	3	2	1	10	0	0	587	3250	113	42	0	0	0	0	1
8562	29	1	1	0	1	0	1	250	1720	99	22	0	0	0	0	1
8563	600	4	6	3	0	1	1	200	12000	817	181	0	0	0	0	1
8564	145	3	3	1	10	1	1	1380	11000	375	140	0	0	0	0	1
8565	310	4	4	4	21	1	0	4700	14000	1751	178	0	0	0	0	1
8566	260	4	4	3	8	0	0	1665	5250	440	70	1	0	0	0	0
8567	320	3	3	2	10	1	0	2200	8330	584	106	0	0	0	0	1
8568	70	3	1	1	3	1	0	180	980	0	14	1	0	0	0	0
8569	35	1	1	0	3	1	0	320	800	0	11	0	0	0	1	0
8570	320	3	4	4	0	1	0	0	4950	234	88	0	0	1	0	0
8571	82	2	2	2	6	1	0	280	2800	92	41	0	0	1	0	0
8572	62	2	2	1	2	1	1	800	2580	84	33	0	0	0	0	1
8573	60	3	1	0	3	1	0	265	1550	31	23	0	0	1	0	0
8574	78	3	2	0	8	1	0	350	1700	61	25	0	0	1	0	0
8575	385	4	5	6	3	1	0	4200	7000	2410	89	0	0	0	0	1
8576	214	3	3	2	4	1	0	2500	3500	500	52	0	0	1	0	0
8577	233	4	5	4	7	1	1	3240	11000	92	140	0	0	0	0	1
8578	60	2	1	1	8	1	0	700	1500	50	20	0	0	0	1	0
8579	22	1	1	0	3	0	1	420	1300	75	18	1	0	0	0	0
8580	100	2	3	0	1	1	0	0	1700	130	22	0	0	0	1	0
8581	90	2	1	1	2	1	0	1000	3000	50	39	0	0	0	0	1
8582	60	2	2	0	4	0	0	560	2500	83	33	0	0	0	1	0
8583	22	1	1	0	25	1	0	385	2100	40	27	0	0	0	0	1
8584	80	2	1	0	0	1	1	0	1610	0	24	0	0	1	0	0
8585	110	3	4	3	8	1	0	1364	2200	403	28	0	0	0	0	1
8586	120	2	2	1	14	1	0	858	800	18	11	0	0	0	1	0
8587	193	3	3	1	0	1	0	0	13500	236	222	1	0	0	0	0
8588	55	2	1	1	4	1	0	400	1460	0	19	0	0	0	0	1
8589	165	3	3	1	5	1	1	2000	7000	420	91	0	0	0	1	0
8590	46	1	1	2	7	1	0	690	2400	98	36	0	0	1	0	0
8591	55	2	1	0	1	1	0	450	2200	0	29	0	0	0	1	0
8592	150	2	2	1	0	1	0	0	2954	1	45	0	0	0	0	1
8593	57	1	1	0	8	1	1	300	6000	17	77	0	0	0	0	1
8594	160	3	2	1	3	1	1	2000	6700	367	87	0	0	0	1	0
8595	200	4	4	2	9	1	1	3700	7000	850	89	0	0	0	0	1
8596	60	1	2	1	10	1	0	630	1338	72	17	0	1	0	0	0
8597	180	3	2	1	11	1	1	2900	4500	500	58	0	0	0	0	1
8598	62	1	1	0	3	1	0	550	2100	0	27	0	0	0	0	1
8599	90	3	2	1	12	1	1	1000	3400	275	44	0	0	0	1	0
8600	35	1	1	0	3	0	1	585	2300	92	30	0	0	0	1	0
8601	95	2	1	1	8	1	0	1226	3200	92	41	0	0	0	0	1
8602	320	5	5	4	4	1	0	5800	5500	1500	70	0	0	0	0	1
8603	127	3	2	2	4	1	0	836	1700	124	22	0	0	0	1	0
8604	210	3	2	2	11	1	1	2600	5000	417	64	0	0	0	0	1
8605	160	4	3	2	20	1	1	1260	5600	334	71	0	0	0	0	1
8606	273	3	2	5	0	0	0	0	3355	215	51	0	0	0	0	1
8607	211	4	5	4	2	1	0	1543	3800	714	49	0	0	0	0	1
8608	145	2	3	2	16	1	1	2000	10000	584	127	0	0	0	0	1
8609	92	2	2	1	6	1	0	450	1900	67	28	0	0	1	0	0
8610	70	2	3	1	7	1	0	1196	2004	0	26	0	1	0	0	0
8611	254	3	4	2	0	1	0	0	3000	251	46	0	1	0	0	0
